# Wordlist

# DATA
ID	DOCULECT	CONCEPT	GLOSSID	IPA	TOKENS	STRUCTURE	ALIGNMENT	CROSSIDS
2433	Achang_Longchuan	north	662	pəʔ³¹	p ə ʔ ³¹	i n c t	p ə ʔ ³¹	7336
5593	Atsi	north	662	mun⁵¹tsu̱ŋ⁵¹	m u n ⁵¹ + ˀts u ŋ ⁵¹	i n c t + i n c t	m u n ⁵¹ + ˀts u ŋ ⁵¹	7337 7338
#
79	Rangoon	nose	79	n̥ɑ²²khɑ̃u⁵⁵	n̥ ɑ ²² + kʰ ɑ̃ u ∼ ⁵⁵	i n t + i n N c t	n̥ ɑ - ²² + kʰ ɑ̃ u ∼ ⁵⁵	7340 7341
1904	Achang_Longchuan	nose	79	ȵ̥ɔŋ⁵⁵	ȵ̥ ɔ ŋ ⁵⁵	i n c t	ȵ̥ ɔ ŋ ⁵⁵	7340
3563	Xiandao	nose	79	n̥ap³¹phɔŋ⁵⁵	n̥ a p ³¹ + ph ɔ ŋ ⁵⁵	i n c t + i n c t	n̥ a p ³¹ + ph ɔ ŋ ⁵⁵	7340 7342
5015	Atsi	nose	79	no̱⁵¹	ˀn o ⁵¹	i n t	ˀn o - ⁵¹	7340
6798	Maru	nose	79	nɔ̱³¹	ˀn ɔ ³¹	i n t	ˀn ɔ - ³¹	7340
8426	Bola	nose	79	na̱⁵⁵	ˀn a ⁵⁵	i n t	ˀn a - ⁵⁵	7340
10154	Lashi	nose	79	no̱³³	ˀn o ³³	i n t	ˀn o - ³³	7340
11707	Old_Burmese	nose	79	nha	n̥ a ²²	i n t	n̥ a - ²²	7340
#
1581	Rangoon	notify / inform	1567	ɑ⁵³tɕɑ̃u⁵⁵tɕɑ⁵⁵	/ʔ ɑ ⁵³ + tɕ ɑ̃ u ∼ ⁵⁵ + tɕ ɑ ⁵⁵	i n t + i n N c t + i n t	/ʔ ɑ ⁵³ + tɕ ɑ̃ u ∼ ⁵⁵ + tɕ ɑ ⁵⁵	7353 7354 7355
3293	Achang_Longchuan	notify / inform	1567	thuŋ³¹tʂɿ³¹	tʰ u ŋ ³¹ + tʂ ɿ ³¹	i n c t + i n t	tʰ u ŋ ³¹ + tʂ ɿ ³¹	7350 7351
4761	Xiandao	notify / inform	1567	ʂat⁵⁵	ʂ a t ⁵⁵	i n c t	ʂ a t ⁵⁵	7356
6516	Atsi	notify / inform	1567	kjo̱²¹	ˀk j o ²¹	i m n t	ˀk j o ²¹	7352
8152	Maru	notify / inform	1567	ta̱⁵⁵kjo̱³¹	ˀt a ⁵⁵ + ˀk j o ³¹	i n t + i m n t	ˀt a ⁵⁵ + ˀk j o ³¹	7351 7352
9878	Bola	notify / inform	1567	ti̱³⁵kja̱³⁵	ˀt i ³⁵ + ˀk j a ³⁵	i n t + i m n t	ˀt i ³⁵ + ˀk j a ³⁵	7351 7352
#
1412	Rangoon	numb, be	1401	thõ²²tɕĩ²²	tʰ õ ∼ ²² + tɕ ĩ ∼ ²²	i n c t + i n c t	tʰ õ ∼ ²² + tɕ ĩ ∼ ²²	7364 7365
3126	Achang_Longchuan	numb, be	1401	pi³¹	p i ³¹	i n t	p i ³¹	7361
4608	Xiandao	numb, be	1401	ʂan³¹	ʂ a n ³¹	i n c t	ʂ a n ³¹	7366
6344	Atsi	numb, be	1401	pham²¹	pʰ a m ²¹	i n c t	pʰ a m ²¹	7362
7984	Maru	numb, be	1401	pjan³¹	p j a n ³¹	i m n c t	p j a n ³¹	7363
9707	Bola	numb, be	1401	pjaŋ⁵⁵	p j a ŋ ⁵⁵	i m n c t	p j a ŋ ⁵⁵	7363
11281	Lashi	numb, be	1401	pjəːŋ³¹	p j əː ŋ ³¹	i m n c t	p j əː ŋ ³¹	7363
#
188	Rangoon	nun (Buddhist)	188	mɛ²²tθi²²lɑ⁵³ jĩ²²	/ʔ m ɛ ²² + tθ i ²² + l ɑ ⁵³ + /ʔ j ĩ ∼ ²²	i m n t + i n t + i n t + i m n c t	/ʔ m ɛ ²² + tθ i ²² + l ɑ ⁵³ + /ʔ j ĩ ∼ ²²	7372 7373 7374 7375
2005	Achang_Longchuan	nun (Buddhist)	188	naŋ⁵⁵xau⁵⁵	n a ŋ ⁵⁵ + x au ⁵⁵	i n c t + i n t	n a ŋ ⁵⁵ + x au - ⁵⁵	7369 7370
3656	Xiandao	nun (Buddhist)	188	naŋ³¹xau³⁵	n a ŋ ³¹ + x au ³⁵	i n c t + i n t	n a ŋ ³¹ + x au - ³⁵	7369 7370
5122	Atsi	nun (Buddhist)	188	ja²¹xau⁵⁵	/ʔ j a ²¹ + x a u ⁵⁵	i m n t + i n N t	/ʔ j a ²¹ + x a u ⁵⁵	7371 7370
#
1360	Rangoon	obstruct (cause to) / block	1350	tiʔ⁴se²²	t i ʔ ⁴ + s e ²²	i n c t + i n t	t i ʔ ⁴ + s e ²²	7381 7382
6293	Atsi	obstruct (cause to) / block	1350	lo̱m⁵¹	ˀl o m ⁵¹	i n c t	ˀl o m ⁵¹	7377
9656	Bola	obstruct (cause to) / block	1350	ɣɛ̃³⁵nɔ̱̃⁵⁵	ɣ ɛ̃ ∼ ³⁵ + ˀn ɔ̃ ∼ ⁵⁵	i n c t + i n c t	ɣ ɛ̃ ∼ ³⁵ + ˀn ɔ̃ ∼ ⁵⁵	7378 7379
11235	Lashi	obstruct (cause to) / block	1350	tshəːk⁵⁵	tsh əː k ⁵⁵	i n c t	tsh əː k ⁵⁵	7380
#
1204	Rangoon	occur / happen	1198	phjiʔ⁴pwɑ⁵⁵	pʰ j i ʔ ⁴ + p w ɑ ⁵⁵	i m n c t + i m n t	pʰ j i ʔ ⁴ + p w ɑ ⁵⁵	7385 7386
2945	Achang_Longchuan	occur / happen	1198	thoʔ⁵⁵	tʰ o ʔ ⁵⁵	i n c t	tʰ o ʔ ⁵⁵	7383
6138	Atsi	occur / happen	1198	tut²¹thoʔ⁵⁵	t u t ²¹ + tʰ o ʔ ⁵⁵	i n c t + i n c t	t u t ²¹ + tʰ o ʔ ⁵⁵	7384 7383
7802	Maru	occur / happen	1198	thuk⁵⁵	th u k ⁵⁵	i n c t	th u k ⁵⁵	7383
9509	Bola	occur / happen	1198	tøʔ³¹	t ø ʔ ³¹	i n c t	t ø ʔ ³¹	7383
#
1619	Rangoon	offer / dedicate	1604	shɛʔ⁴ tθɑ⁵³	sʰ ɛ ʔ ⁴ + tθ ɑ ⁵³	i n c t + i n t	sʰ ɛ ʔ ⁴ + tθ ɑ ⁵³	7392 7393
3327	Achang_Longchuan	offer / dedicate	1604	tuaŋ³⁵	t ua ŋ ³⁵	i n c t	t ua ŋ ³⁵	7390
6554	Atsi	offer / dedicate	1604	pji²¹	p j i ²¹	i m n t	p j i - ²¹	7391
8188	Maru	offer / dedicate	1604	pjik⁵⁵	p j i k ⁵⁵	i m n c t	p j i k ⁵⁵	7391
9915	Bola	offer / dedicate	1604	pi³¹	p i ³¹	i n t	p - i - ³¹	7391
#
197	Rangoon	official (government)	197	ɑ⁵³jɑ²²ɕi⁵³	/ʔ ɑ ⁵³ + /ʔ j ɑ ²² + ɕ i ⁵³	i n t + i m n t + i n t	/ʔ ɑ ⁵³ + /ʔ j ɑ ²² + ɕ i ⁵³	7399 7400 7401
2012	Achang_Longchuan	official (government)	197	tʂau³¹	tʂ au ³¹	i n t	tʂ au ³¹	7396
3664	Xiandao	official (government)	197	tʂu³¹	tʂ u ³¹	i n t	tʂ u ³¹	7396
5130	Atsi	official (government)	197	tsau²¹	ts a u ²¹	i n N t	ts a u ²¹	7397
6898	Maru	official (government)	197	tsuk⁵⁵	ts u k ⁵⁵	i n c t	ts u k ⁵⁵	7398
8534	Bola	official (government)	197	tau³¹	t au ³¹	i n t	t au ³¹	7396
10253	Lashi	official (government)	197	tshou³³	tsh ou ³³	i n t	tsh ou ³³	7396
#
418	Rangoon	oil (animal)	416	ɑ⁵³shi²²khɛ⁵⁵	/ʔ ɑ ⁵³ + sʰ i ²² + kʰ ɛ ⁵⁵	i n t + i n t + i n t	/ʔ ɑ - ⁵³ + sʰ i ²² + kʰ ɛ ⁵⁵	7404 7405 7407
2212	Achang_Longchuan	oil (animal)	416	oʔ⁵⁵tɕho⁵⁵	/ʔ o ʔ ⁵⁵ + tɕʰ o ⁵⁵	i n c t + i n t	/ʔ o ʔ ⁵⁵ + tɕʰ o ⁵⁵	7404 7405
5351	Atsi	oil (animal)	416	tshu⁵¹	tsʰ u ⁵¹	i n t	tsʰ u ⁵¹	7407
7099	Maru	oil (animal)	416	tshau³¹	tsh au ³¹	i n t	tsh au ³¹	7407
8742	Bola	oil (animal)	416	tshu⁵⁵	tsh u ⁵⁵	i n t	tsh u ⁵⁵	7407
12090	Old_Burmese	oil (animal)	416	chi	tɕh i ²²	i n t	tɕh i ²²	7407
#
419	Rangoon	oil (vegetable)	417	shi²²	sʰ i ²²	i n t	sʰ i ²²	7412
5352	Atsi	oil (vegetable)	417	tshu⁵¹	tsʰ u ⁵¹	i n t	tsʰ u ⁵¹	7407
7100	Maru	oil (vegetable)	417	tshau³¹	tsh au ³¹	i n t	tsh au ³¹	7407
8743	Bola	oil (vegetable)	417	xə³¹va⁵¹ʃɿ³⁵tshu⁵⁵	x ə ³¹ + v a ⁵¹ + ʃ ɿ ³⁵ + tsh u ⁵⁵	i n t + i n t + i n t + i n t	x ə ³¹ + v a ⁵¹ + ʃ ɿ ³⁵ + tsh u ⁵⁵	7408 7409 7410 7411
#
967	Rangoon	old / elderly	963	o²²	/ʔ o ²²	i n t	/ʔ o - ²²	7457
2724	Achang_Longchuan	old / elderly	963	muaŋ³¹	m ua ŋ ³¹	i n c t	m ua ŋ ³¹	7443
4278	Xiandao	old / elderly	963	mɔŋ³¹	m ɔ ŋ ³¹	i n c t	m ɔ ŋ ³¹	7443
5899	Atsi	old / elderly	963	maŋ²¹	m a ŋ ²¹	i n c t	m a ŋ ²¹	7443
7594	Maru	old / elderly	963	mɔ̃³⁵	m ɔ̃ ∼ ³⁵	i n c t	m ɔ̃ ∼ ³⁵	7443
9278	Bola	old / elderly	963	mɔ̃³¹	m ɔ̃ ∼ ³¹	i n c t	m ɔ̃ ∼ ³¹	7443
10090	Bola	old / elderly	963	a³¹sak³¹kɔ̱³⁵	/ʔ a ³¹ + s a k ³¹ + ˀk ɔ ³⁵	i n t + i n c t + i n t	/ʔ a - ³¹ + s a k ³¹ + ˀk ɔ ³⁵	7457 7417 7418
10918	Lashi	old / elderly	963	maŋ³³tso⁵⁵	m a ŋ ³³ + ts o ⁵⁵	i n c t + i n t	m a ŋ ³³ + ts o ⁵⁵	7443 7415
11708	Old_Burmese	old / elderly	963	uiw◦maṅḥ	ʔ ə w ²² + m a ŋ ⁵⁵	i n c t + i n c t	ʔ ə w ²² + m a ŋ ⁵⁵	7457 7443
12027	Old_Burmese	old / elderly	963	uiw◦maṅḥ	ʔ ə w ²² + m a ŋ ⁵⁵	i n c t + i n c t	ʔ ə w ²² + m a ŋ ⁵⁵	7457 7443
#
170	Rangoon	old lady	170	ɑ⁵³phwɑ⁵⁵o²²	/ʔ ɑ ⁵³ + pʰ w ɑ ⁵⁵ + /ʔ o ²²	i n t + i m n t + i n t	/ʔ ɑ ⁵³ + pʰ w ɑ ⁵⁵ + /ʔ o - ²²	7433 7434 7428
1989	Achang_Longchuan	old lady	170	tɕhi³¹muaŋ³¹tsɔ³¹	tɕʰ i ³¹ + m ua ŋ ³¹ + ts ɔ ³¹	i n t + i n c t + i n t	tɕʰ i ³¹ + m ua ŋ ³¹ + ts ɔ ³¹	7427 7428 7429
3642	Xiandao	old lady	170	mɔŋ³¹tsɔ³¹	m ɔ ŋ ³¹ + ts ɔ ³¹	i n c t + i n t	m ɔ ŋ ³¹ + ts ɔ ³¹	7428 7429
5104	Atsi	old lady	170	maŋ²¹tsɔ²¹mji̱⁵⁵	m a ŋ ²¹ + ts ɔ ²¹ + ˀm j i ⁵⁵	i n c t + i n t + i m n t	m a ŋ ²¹ + ts ɔ ²¹ + ˀm j i ⁵⁵	7428 7429 7430
6876	Maru	old lady	170	mɔ̃³⁵tsɔ³⁵	m ɔ̃ ∼ ³⁵ + ts ɔ ³⁵	i n c t + i n t	m ɔ̃ ∼ ³⁵ + ts ɔ ³⁵	7428 7429
8510	Bola	old lady	170	mɔ̃³¹ta³¹mi̱³⁵	m ɔ̃ ∼ ³¹ + t a ³¹ + ˀm i ³⁵	i n c t + i n t + i n t	m ɔ̃ ∼ ³¹ + t a ³¹ + ˀm i - ³⁵	7431 7429 7428
10233	Lashi	old lady	170	phji⁵⁵maŋ³³	ph j i ⁵⁵ + m a ŋ ³³	i m n t + i n c t	ph j i ⁵⁵ + m a ŋ ³³	7432 7428
#
169	Rangoon	old man	169	ɑ⁵³pho⁵⁵o²²	/ʔ ɑ ⁵³ + pʰ o ⁵⁵ + /ʔ o ²²	i n t + i n t + i n t	/ʔ ɑ ⁵³ + pʰ o ⁵⁵ + /ʔ o ²²	7447 7444 7448
1988	Achang_Longchuan	old man	169	phɔʔ³¹muaŋ³¹tsɔ³¹	pʰ ɔ ʔ ³¹ + m ua ŋ ³¹ + ts ɔ ³¹	i n c t + i n c t + i n t	pʰ ɔ ʔ ³¹ + m ua ŋ ³¹ + ts ɔ ³¹	7442 7443 7444
3641	Xiandao	old man	169	mɔŋ³¹tsɔ³¹	m ɔ ŋ ³¹ + ts ɔ ³¹	i n c t + i n t	m ɔ ŋ ³¹ + ts ɔ ³¹	7443 7444
5103	Atsi	old man	169	maŋ²¹tso²¹pho⁵⁵	m a ŋ ²¹ + ts o ²¹ + pʰ o ⁵⁵	i n c t + i n t + i n t	m a ŋ ²¹ + ts o ²¹ + pʰ o ⁵⁵	7443 7444 7445
6875	Maru	old man	169	mɔ̃³⁵tsɔ³⁵	m ɔ̃ ∼ ³⁵ + ts ɔ ³⁵	i n c t + i n t	m ɔ̃ ∼ ³⁵ + ts ɔ ³⁵	7443 7444
8509	Bola	old man	169	mɔ̃³¹ta³¹pha³⁵	m ɔ̃ ∼ ³¹ + t a ³¹ + ph a ³⁵	i n c t + i n t + i n t	m ɔ̃ ∼ ³¹ + t a ³¹ + ph a ³⁵	7443 7444 7446
10232	Lashi	old man	169	maŋ³³tso³³	m a ŋ ³³ + ts o ³³	i n c t + i n t	m a ŋ ³³ + ts o ³³	7443 7444
#
1393	Rangoon	old, be	1382	o²²	/ʔ o ²²	i n t	/ʔ o - ²²	7457
3107	Achang_Longchuan	old, be	1382	muaŋ³¹	m ua ŋ ³¹	i n c t	m ua ŋ ³¹	7456
4591	Xiandao	old, be	1382	mɔŋ³¹	m ɔ ŋ ³¹	i n c t	m ɔ ŋ ³¹	7456
6325	Atsi	old, be	1382	san⁵¹	s a n ⁵¹	i n c t	s a n ⁵¹	7456
7965	Maru	old, be	1382	mɔ̃³⁵	m ɔ̃ ∼ ³⁵	i n c t	m ɔ̃ ∼ ³⁵	7456
9688	Bola	old, be	1382	mɔ̃³¹	m ɔ̃ ∼ ³¹	i n c t	m ɔ̃ ∼ ³¹	7456
11266	Lashi	old, be	1382	saːn³³	s aː n ³³	i n c t	s aː n ³³	7456
11971	Old_Burmese	old, be	1382	uiw	ʔ ə w ²²	i n c t	ʔ ə w ²²	7457
#
681	Rangoon	on (the table)	678	ɑ⁵³pɔ²²	/ʔ ɑ ⁵³ + p ɔ ²²	i n t + i n t	/ʔ ɑ ⁵³ + p ɔ ²²	4605 7465
2450	Achang_Longchuan	on (the table)	678	tɕaŋ⁵⁵	tɕ a ŋ ⁵⁵	i n c t	tɕ a ŋ ⁵⁵	7462
4024	Xiandao	on (the table)	678	a³¹thɔʔ⁵⁵	/ʔ a ³¹ + th ɔ ʔ ⁵⁵	i n t + i n c t	/ʔ a ³¹ + th ɔ ʔ ⁵⁵	4605 1065
5610	Atsi	on (the table)	678	a²¹thɔʔ⁵⁵	/ʔ a ²¹ + tʰ ɔ ʔ ⁵⁵	i n t + i n c t	/ʔ a ²¹ + tʰ ɔ ʔ ⁵⁵	4605 1065
7320	Maru	on (the table)	678	thɔʔ⁵⁵	th ɔ ʔ ⁵⁵	i n c t	th ɔ ʔ ⁵⁵	1065
8990	Bola	on (the table)	678	thaʔ⁵⁵khja⁵⁵	th a ʔ ⁵⁵ + khj a ⁵⁵	i n c t + i n t	th a ʔ ⁵⁵ + khj a ⁵⁵	1065 7465
10657	Lashi	on (the table)	678	a³¹thɔʔ⁵⁵	/ʔ a ³¹ + th ɔ ʔ ⁵⁵	i n t + i n c t	/ʔ a ³¹ + th ɔ ʔ ⁵⁵	4605 1065
#
685	Rangoon	on (the wall)	682	pɔ²²	p ɔ ²²	i n t	p ɔ ²²	7471
2454	Achang_Longchuan	on (the wall)	682	tʂnaŋ⁵¹tɕaŋ⁵⁵	tʂ n a ŋ ⁵¹ + tɕ a ŋ ⁵⁵	i m n c t + i n c t	tʂ n a ŋ ⁵¹ + tɕ a ŋ ⁵⁵	7467 7468
5614	Atsi	on (the wall)	682	ma⁵⁵	m a ⁵⁵	i n t	m a ⁵⁵	7469
7324	Maru	on (the wall)	682	mɛ³¹	m ɛ ³¹	i n t	m ɛ ³¹	7469
8994	Bola	on (the wall)	682	thaʔ⁵⁵khja⁵⁵	th a ʔ ⁵⁵ + khj a ⁵⁵	i n c t + i n t	th a ʔ ⁵⁵ + khj a - ⁵⁵	7470 7468
#
1247	Rangoon	on the other side (of a riv	1240	tɕhɑ⁵⁵	tɕʰ ɑ ⁵⁵	i n t	tɕʰ ɑ ⁵⁵	7476
2982	Achang_Longchuan	on the other side (of a riv	1240	xuaŋ³¹	x ua ŋ ³¹	i n c t	x ua ŋ ³¹	7474
4491	Xiandao	on the other side (of a riv	1240	xɔŋ³¹	x ɔ ŋ ³¹	i n c t	x ɔ ŋ ³¹	7474
6180	Atsi	on the other side (of a riv	1240	kjo̱⁵¹	ˀk j o ⁵¹	i m n t	ˀk j o ⁵¹	7475
7838	Maru	on the other side (of a riv	1240	kjɔ̱³¹	ˀk j ɔ ³¹	i m n t	ˀk j ɔ ³¹	7475
9546	Bola	on the other side (of a riv	1240	kja̱⁵⁵	ˀk j a ⁵⁵	i m n t	ˀk j a ⁵⁵	7475
11147	Lashi	on the other side (of a riv	1240	kjɔ̱ː³³	ˀk j ɔː ³³	i m n t	ˀk j ɔː ³³	7475
#
686	Rangoon	on top (of the roof)	683	ɑ⁵³thuʔ⁴	/ʔ ɑ ⁵³ + tʰ u ʔ ⁴	i n t + i n c t	/ʔ ɑ ⁵³ + tʰ u ʔ ⁴	7480 7481
5615	Atsi	on top (of the roof)	683	u²¹tʃi̱⁵⁵lĕ²¹kuŋ⁵¹	/ʔ u ²¹ + ˀtʃ i ⁵⁵ + l ĕ ²¹ + k u ŋ ⁵¹	i n t + i n t + i n t + i n c t	/ʔ u ²¹ + ˀtʃ i - ⁵⁵ + l ĕ ²¹ + k u ŋ ⁵¹	7480 7481 7482 7483
7325	Maru	on top (of the roof)	683	thɔʔ⁵⁵mɛ³¹	th ɔ ʔ ⁵⁵ + m ɛ ³¹	i n c t + i n t	th ɔ ʔ ⁵⁵ + m ɛ ³¹	7481 7485
8995	Bola	on top (of the roof)	683	tʃɛ³¹thaʔ⁵⁵	tʃ ɛ ³¹ + th a ʔ ⁵⁵	i n t + i n c t	tʃ ɛ ³¹ + th a ʔ ⁵⁵	7484 7481
#
751	Rangoon	one	748	tiʔ⁴	t i ʔ ⁴	i n c t	t i ʔ ⁴	4731
2507	Achang_Longchuan	one	748	ta³¹	t a ³¹	i n t	t a ³¹	3366
4078	Xiandao	one	748	ta³¹	t a ³¹	i n t	t a ³¹	3366
5680	Atsi	one	748	ʒa²¹	ʒ a ²¹	i n t	ʒ a ²¹	7489
7382	Maru	one	748	ta³¹	t a ³¹	i n t	t a ³¹	3366
9061	Bola	one	748	ta³¹	t a ³¹	i n t	t a ³¹	3366
10713	Lashi	one	748	ta³¹	t a ³¹	i n t	t a ³¹	3366
11709	Old_Burmese	one	748	tac	t a c ⁴	i n c t	t a c ⁴	4731
#
779	Rangoon	one hundred and one	776	tɑ⁵³jɑ⁵³hnĩ⁵³tiʔ⁴	t ɑ ⁵³ + /ʔ j ɑ ⁵³ + n̥ ĩ ∼ ⁵³ + t i ʔ ⁴	i n t + i m n t + i n c t + i n c t	t ɑ ⁵³ + /ʔ j ɑ ⁵³ + n̥ ĩ ∼ ⁵³ + t i ʔ ⁴	3270 4418 7502 55
2534	Achang_Longchuan	one hundred and one	776	tă³¹pak³⁵mɔ³⁵ta³¹	t ă ³¹ + p a k ³⁵ + m ɔ ³⁵ + t a ³¹	i n t + i n c t + i n t + i n t	t ă ³¹ + p a k ³⁵ + m ɔ ³⁵ + t a ³¹	3270 7495 7496 7497
4106	Xiandao	one hundred and one	776	ta³¹pak³⁵mo⁵⁵a³¹ta³¹	t a ³¹ + p a k ³⁵ + m o ⁵⁵ + /ʔ a ³¹ + t a ³¹	i n t + i n c t + i n t + i n t + i n t	t a ³¹ + p a k ³⁵ + m o ⁵⁵ + /ʔ a ³¹ + t a ³¹	3270 7495 7503 7497 7504
5707	Atsi	one hundred and one	776	lă²¹ʃo⁵¹ ʒa²¹	l ă ²¹ + ʃ o ⁵¹ + ʒ a ²¹	i n t + i n t + i n t	l ă ²¹ + ʃ o ⁵¹ + ʒ - a ²¹	7498 7499 4418
7410	Maru	one hundred and one	776	tă³¹jɔ³¹ta³¹	t ă ³¹ + /ʔ j ɔ ³¹ + t a ³¹	i n t + i m n t + i n t	t ă ³¹ + /ʔ j ɔ ³¹ + t a - ³¹	3270 4418 55
9089	Bola	one hundred and one	776	tă³¹ja⁵⁵ta³¹	t ă ³¹ + /ʔ j a ⁵⁵ + t a ³¹	i n t + i m n t + i n t	t ă ³¹ + /ʔ j a ⁵⁵ + t a - ³¹	3270 4418 55
10741	Lashi	one hundred and one	776	ta³¹ʃo̱³³ta³¹	t a ³¹ + ˀʃ o ³³ + t a ³¹	i n t + i n t + i n t	t a ³¹ + ˀʃ - o ³³ + t a - ³¹	3270 4418 55
#
782	Rangoon	one hundred thousand	779	tθẽ⁵⁵	tθ ẽ ∼ ⁵⁵	i n c t	tθ ẽ ∼ ⁵⁵	7523
2537	Achang_Longchuan	one hundred thousand	779	tɕhe⁵⁵mun³¹	tɕʰ e ⁵⁵ + m u n ³¹	i n t + i n c t	tɕʰ e ⁵⁵ + m u n ³¹	7519 7520
4109	Xiandao	one hundred thousand	779	chi⁵⁵m̥un³¹	ch i ⁵⁵ + m̥ u n ³¹	i n t + i n c t	ch i ⁵⁵ + m̥ u n ³¹	7519 7520
7413	Maru	one hundred thousand	779	tă³¹tshɛ³¹van³⁵	t ă ³¹ + tsh ɛ ³¹ + v a n ³⁵	i n t + i n t + i n c t	t ă ³¹ + tsh ɛ ³¹ + v a n ³⁵	7519 7521 7522
#
858	Rangoon	oneself	855	mi⁵³ mi⁵³	m i ⁵³ + m i ⁵³	i n t + i n t	m i ⁵³ + m i ⁵³	7528 7529
2614	Achang_Longchuan	oneself	855	ŋɔ⁵⁵	ŋ ɔ ⁵⁵	i n t	ŋ ɔ ⁵⁵	7525
4177	Xiandao	oneself	855	xau³¹i⁵⁵ xau⁵⁵	x au ³¹ + /ʔ i ⁵⁵ + x au ⁵⁵	i n t + i n t + i n t	x au ³¹ + /ʔ i - ⁵⁵ + x au ⁵⁵	7530 7527 7531
5788	Atsi	oneself	855	ju̱m⁵¹siŋ⁵¹	ˀ/ʔ j u m ⁵¹ + s i ŋ ⁵¹	i m n c t + i n c t	ˀ/ʔ j u m ⁵¹ + s i ŋ ⁵¹	3625 7527
7489	Maru	oneself	855	ja̱m³¹ saŋ³¹	ˀ/ʔ j a m ³¹ + s a ŋ ³¹	i m n c t + i n c t	ˀ/ʔ j a m ³¹ + s a ŋ ³¹	3625 7527
9171	Bola	oneself	855	ja̱m⁵⁵saŋ⁵⁵	ˀ/ʔ j a m ⁵⁵ + s a ŋ ⁵⁵	i m n c t + i n c t	ˀ/ʔ j a m ⁵⁵ + s a ŋ ⁵⁵	3625 7527
10817	Lashi	oneself	855	jɔ̱m³³sə̱ŋ³³	ˀ/ʔ j ɔ m ³³ + ˀs ə ŋ ³³	i m n c t + i n c t	ˀ/ʔ j ɔ m ³³ + ˀs ə ŋ ³³	3625 7527
#
398	Rangoon	onion / scallion	396	tɕɛʔ⁴tθũ²²meʔ⁴	tɕ ɛ ʔ ⁴ + tθ ũ ∼ ²² + m e ʔ ⁴	i n c t + i n c t + i n c t	tɕ ɛ ʔ ⁴ + tθ - ũ ∼ ²² + m e ʔ ⁴	7543 7542 7540
2193	Achang_Longchuan	onion / scallion	396	phă³¹mo³⁵	pʰ ă ³¹ + m o ³⁵	i n t + i n t	pʰ ă ³¹ + m o - ³⁵	7539 7540
3836	Xiandao	onion / scallion	396	pha³¹m̥o³¹	ph a ³¹ + m̥ o ³¹	i n t + i n t	ph a ³¹ + m̥ o - ³¹	7539 7540
5331	Atsi	onion / scallion	396	xu²¹khjoŋ⁵⁵	x u ²¹ + kʰ j o ŋ ⁵⁵	i n t + i m n c t	x u ²¹ + kʰ j o ŋ ⁵⁵	7541 7542
7080	Maru	onion / scallion	396	xau³⁵khjauŋ³⁵	x au ³⁵ + kh j au ŋ ³⁵	i n t + i m n c t	x au ³⁵ + kh j au ŋ ³⁵	7541 7542
8722	Bola	onion / scallion	396	xə̆³¹pauŋ³¹	x ə̆ ³¹ + p au ŋ ³¹	i n t + i n c t	x ə̆ ³¹ + p - au ŋ ³¹	7541 7542
10429	Lashi	onion / scallion	396	xo⁵⁵puŋ³³	x o ⁵⁵ + /ʔ p u ŋ ³³	i n t + i m n i t	x o ⁵⁵ + ŋ p u - ³³	7541 7542
#
1151	Rangoon	open	1147	phwĩ⁵³	pʰ w ĩ ∼ ⁵³	i m n c t	pʰ w ĩ ∼ ⁵³	7550
2892	Achang_Longchuan	open	1147	phɔŋ³⁵	pʰ ɔ ŋ ³⁵	i n c t	pʰ - ɔ ŋ ³⁵	7550
4413	Xiandao	open	1147	phɔŋ³⁵	ph ɔ ŋ ³⁵	i n c t	ph - ɔ ŋ ³⁵	7550
6085	Atsi	open	1147	phoŋ⁵⁵	pʰ o ŋ ⁵⁵	i n c t	pʰ - o ŋ ⁵⁵	7550
7751	Maru	open	1147	phuŋ⁵⁵	ph u ŋ ⁵⁵	i n c t	ph - u ŋ ⁵⁵	7550
9458	Bola	open	1147	phuŋ³⁵	ph u ŋ ³⁵	i n c t	ph - u ŋ ³⁵	7550
11066	Lashi	open	1147	phaːŋ⁵³	ph aː ŋ ⁵³	i n c t	ph - aː ŋ ⁵³	7550
#
1361	Rangoon	open (a door)	1351	phwĩ⁵³	pʰ w ĩ ∼ ⁵³	i m n c t	pʰ w ĩ ∼ ⁵³	7554
3080	Achang_Longchuan	open (a door)	1351	phɔŋ³⁵	pʰ ɔ ŋ ³⁵	i n c t	pʰ - ɔ ŋ ³⁵	7554
4564	Xiandao	open (a door)	1351	phoŋ³⁵	ph o ŋ ³⁵	i n c t	ph - o ŋ ³⁵	7554
6294	Atsi	open (a door)	1351	phoŋ⁵⁵	pʰ o ŋ ⁵⁵	i n c t	pʰ - o ŋ ⁵⁵	7554
7936	Maru	open (a door)	1351	phuŋ⁵⁵	ph u ŋ ⁵⁵	i n c t	ph - u ŋ ⁵⁵	7554
9657	Bola	open (a door)	1351	phuŋ³⁵	ph u ŋ ³⁵	i n c t	ph - u ŋ ³⁵	7554
11236	Lashi	open (a door)	1351	phaːŋ⁵³	ph aː ŋ ⁵³	i n c t	ph - aː ŋ ⁵³	7554
#
1096	Rangoon	open (an umbrella)	1092	phwĩ⁵³	pʰ w ĩ ∼ ⁵³	i m n c t	pʰ w ĩ ∼ ⁵³	7554
